Jeu,Algo,Structure,TouteUnif,Iteration,Temps_Pretraitement,Temps_Total,RAM_Pic_Mo,CPU_Percent,Nb_Unifications
jeu2,mm,liste,True,3,1.66997779160738e-07,1.7167234170483425,7.3731689453125,100.0,24876
jeu2,mm,liste,True,4,2.0797597244381905e-07,1.6826697909855284,7.3731689453125,100.0,24876
jeu2,mm,liste,True,5,2.500019036233425e-07,1.7186003749957308,7.3731689453125,100.0,24876
jeu2,mm,liste,True,6,2.92027834802866e-07,1.7491617500199936,7.3731689453125,100.0,24876
jeu2,mm,liste,True,7,2.0803418010473251e-07,1.7123302500112914,7.3731689453125,99.9,24876
jeu2,mm,liste,True,8,1.66997779160738e-07,1.7080266250413842,7.3731689453125,100.0,24876
jeu2,mm,liste,True,9,2.0797597244381905e-07,1.7367877920041792,7.3731689453125,100.0,24876
jeu2,mm,liste,True,10,1.66997779160738e-07,1.7136634170310572,7.3731689453125,100.0,24876
jeu2,mm,liste,False,1,2.08965502679348e-07,0.013983166019897908,0.003021240234375,99.5,9
jeu2,mm,liste,False,2,2.08965502679348e-07,0.014246542006731033,0.003021240234375,99.3,9
jeu2,mm,liste,False,3,1.66997779160738e-07,0.013354166003409773,0.003021240234375,99.4,9
jeu2,mm,liste,False,4,1.66997779160738e-07,0.013222542009316385,0.003021240234375,99.2,9
jeu2,mm,liste,False,5,1.66997779160738e-07,0.0134045829763636,0.003021240234375,99.5,9
jeu2,mm,liste,False,6,2.500019036233425e-07,0.013529415999073535,0.003021240234375,99.6,9
jeu2,mm,liste,False,7,2.0797597244381905e-07,0.01293970801634714,0.003021240234375,99.6,9
jeu2,mm,liste,False,8,2.0797597244381905e-07,0.013905958971008658,0.003021240234375,99.4,9
jeu2,mm,liste,False,9,2.0902371034026146e-07,0.014087916002608836,0.003021240234375,99.6,9
jeu2,mm,liste,False,10,2.08965502679348e-07,0.01398124999832362,0.003021240234375,99.4,9
jeu2,mm,dictionnaire,True,1,0.0043866250198334455,1.6943954579764977,8.154876708984375,100.0,24876
jeu2,mm,dictionnaire,True,2,0.004382457991596311,1.7161707089981064,8.154876708984375,100.0,24876
jeu2,mm,dictionnaire,True,3,0.004031667020171881,1.7150410410249606,8.154876708984375,100.0,24876
jeu2,mm,dictionnaire,True,4,0.004584708018228412,1.753042790980544,8.154876708984375,99.8,24876
jeu2,mm,dictionnaire,True,5,0.004376999975647777,1.6954526670160703,8.154876708984375,100.0,24876
jeu2,mm,dictionnaire,True,6,0.004187417041976005,1.7024797499761917,8.154876708984375,100.0,24876
jeu2,mm,dictionnaire,True,7,0.0041400420013815165,1.723520917003043,8.154876708984375,100.0,24876
jeu2,mm,dictionnaire,True,8,0.0042762079974636436,1.724234334018547,8.154876708984375,100.0,24876
jeu2,mm,dictionnaire,True,9,0.0041212920332327485,1.738849749963265,8.154876708984375,100.0,24876
jeu2,mm,dictionnaire,True,10,0.004129417007789016,1.6867592920316383,8.154876708984375,100.0,24876
jeu2,mm,dictionnaire,False,1,0.004872457997407764,0.01857362501323223,0.7848358154296875,99.6,9
jeu2,mm,dictionnaire,False,2,0.004323167027905583,0.01895004097605124,0.7848358154296875,99.6,9
jeu2,mm,dictionnaire,False,3,0.004097249999176711,0.017801917041651905,0.7848358154296875,99.7,9
jeu2,mm,dictionnaire,False,4,0.004183375043794513,0.01853345800191164,0.7848358154296875,99.7,9
jeu2,mm,dictionnaire,False,5,0.003986916970461607,0.017278833023738116,0.7848358154296875,99.6,9
jeu2,mm,dictionnaire,False,6,0.004567833966575563,0.018288874998688698,0.7848358154296875,99.5,9
jeu2,mm,dictionnaire,False,7,0.004093208000995219,0.017287708004005253,0.7848358154296875,99.6,9
jeu2,mm,dictionnaire,False,8,0.0040391249931417406,0.0179798339959234,0.7848358154296875,99.7,9
jeu2,mm,dictionnaire,False,9,0.004094708012416959,0.017525625007692724,0.7848358154296875,99.6,9
jeu2,mm,dictionnaire,False,10,0.003945958975236863,0.017829124990385026,0.7848358154296875,99.4,9
jeu2,mm,ensemble,True,1,0.1663384169805795,1.4557963329716586,9.374274253845215,100.0,24876
jeu2,mm,ensemble,True,2,0.17228379199514166,1.4531414579832926,9.373390197753906,100.0,24876
jeu2,mm,ensemble,True,3,0.16839570796582848,1.4473357500392012,9.374526977539062,100.0,24876
jeu2,mm,ensemble,True,4,0.1647201669984497,1.4281828749808483,9.374114990234375,100.0,24876
jeu2,mm,ensemble,True,5,0.17247024999232963,1.4705065839807503,9.373390197753906,100.0,24876
jeu2,mm,ensemble,True,6,0.1739905410213396,1.4523251660284586,9.373077392578125,100.0,24876
jeu2,mm,ensemble,True,7,0.17917616700287908,1.47552816697862,9.373336791992188,100.0,24876
jeu2,mm,ensemble,True,8,0.16749258304480463,1.4416343750199303,9.373298645019531,100.0,24876
jeu2,mm,ensemble,True,9,0.16652779199648649,1.445596250006929,9.373390197753906,100.0,24876
jeu2,mm,ensemble,True,10,0.17132679198402911,1.4526568750152364,9.373336791992188,100.0,24876
jeu2,mm,ensemble,False,1,0.1717150830081664,0.18154262501047924,2.5003433227539062,99.9,9
jeu2,mm,ensemble,False,2,0.1703821659903042,0.18576150003354996,2.5003433227539062,99.9,9
jeu2,mm,ensemble,False,3,0.16715662501519546,0.20102608297020197,2.5003433227539062,99.9,9
jeu2,mm,ensemble,False,4,0.17266979202395305,0.1874661250039935,2.5003433227539062,99.9,9
jeu2,mm,ensemble,False,5,0.1751571249915287,0.19567112502409145,2.5003433227539062,99.9,9
jeu2,mm,ensemble,False,6,0.1671685419860296,0.17832670803181827,2.5003433227539062,99.9,9
jeu2,mm,ensemble,False,7,0.1767782079987228,0.18031958298524842,2.5003433227539062,99.8,9
jeu2,mm,ensemble,False,8,0.1717189169721678,0.18332991702482104,2.5003433227539062,99.9,9
jeu2,mm,ensemble,False,9,0.1665147499879822,0.17862045799847692,2.5003433227539062,99.9,9
jeu2,mm,ensemble,False,10,0.1762846250203438,0.1952918750466779,2.5003433227539062,99.9,9
jeu3,mm,liste,True,1,2.500019036233425e-07,45.42955995898228,90.05582618713379,100.0,146118
jeu3,mm,liste,True,2,1.6600824892520905e-07,45.93014991702512,90.05582618713379,100.0,146118
jeu3,mm,liste,True,3,1.66997779160738e-07,45.908832625020295,90.05582618713379,99.7,146118
jeu3,mm,liste,True,4,2.0797597244381905e-07,46.11897787504131,90.05582618713379,100.0,146118
jeu3,mm,liste,True,5,1.66997779160738e-07,46.68411400000332,90.05582618713379,99.8,146118
jeu3,mm,liste,True,6,1.66997779160738e-07,45.203150084009394,90.05582618713379,100.0,146118
jeu3,mm,liste,True,7,2.0803418010473251e-07,45.044530750019476,90.05582618713379,100.0,146118
jeu3,mm,liste,True,8,2.92027834802866e-07,44.5716812920291,90.05582618713379,100.0,146118
jeu3,mm,liste,True,9,2.0797597244381905e-07,44.98383774998365,90.05582618713379,100.0,146118
jeu3,mm,liste,True,10,1.66997779160738e-07,45.16035487502813,90.05582618713379,100.0,146118
jeu3,mm,liste,False,1,2.0803418010473251e-07,2.830203084042296,0.00891876220703125,100.0,8
jeu3,mm,liste,False,2,2.0797597244381905e-07,3.349539040995296,0.00891876220703125,93.5,8
jeu3,mm,liste,False,3,1.6600824892520905e-07,2.9212887919857167,0.00891876220703125,100.0,8
jeu3,mm,liste,False,4,2.0803418010473251e-07,2.8240674160188064,0.00891876220703125,100.0,8
jeu3,mm,liste,False,5,2.500019036233425e-07,3.090003459015861,0.00891876220703125,99.8,8
jeu3,mm,liste,False,6,3.750319592654705e-07,2.88919266697485,0.00891876220703125,100.0,8
jeu3,mm,liste,False,7,2.0902371034026146e-07,3.053083916020114,0.00891876220703125,100.0,8
jeu3,mm,liste,False,8,2.0902371034026146e-07,3.117009332985617,0.00891876220703125,100.0,8
jeu3,mm,liste,False,9,2.500019036233425e-07,3.316696750000119,0.00891876220703125,100.0,8
jeu3,mm,liste,False,10,2.0803418010473251e-07,3.26343720901059,0.00891876220703125,100.0,8
jeu3,mm,dictionnaire,True,1,0.04607079195557162,53.378351250023115,98.31598091125488,100.0,146118
jeu3,mm,dictionnaire,True,2,0.051090417022351176,53.333371124987025,98.31598091125488,100.0,146118
jeu3,mm,dictionnaire,True,3,0.05008745804661885,50.749205000000075,98.31598091125488,99.6,146118
jeu3,mm,dictionnaire,True,4,0.04329841700382531,46.141235332994256,98.31598091125488,100.0,146118
jeu3,mm,dictionnaire,True,5,0.040033416997175664,46.20373525004834,98.31598091125488,100.0,146118
jeu3,mm,dictionnaire,True,6,0.04738891700981185,46.48753479204606,98.31598091125488,100.0,146118
jeu3,mm,dictionnaire,True,7,0.04201445903163403,46.19787158299005,98.31598091125488,100.0,146118
jeu3,mm,dictionnaire,True,8,0.04194583400385454,45.823712999990676,98.31598091125488,100.0,146118
jeu3,mm,dictionnaire,True,9,0.04863350000232458,49.68669654097175,98.31598091125488,100.0,146118
jeu3,mm,dictionnaire,True,10,0.05388595804106444,59.71105595800327,98.31598091125488,99.9,146118
jeu3,mm,dictionnaire,False,1,0.06162287498591468,3.8258088750299066,8.269126892089844,100.0,8
jeu3,mm,dictionnaire,False,2,0.05641204200219363,3.7757730829762295,8.269126892089844,100.0,8
jeu3,mm,dictionnaire,False,3,0.05256570898927748,3.692883958981838,8.269126892089844,100.0,8
jeu3,mm,dictionnaire,False,4,0.05335983302211389,3.6804116669809446,8.269126892089844,100.0,8
jeu3,mm,dictionnaire,False,5,0.05845045897876844,4.046010916994419,8.269126892089844,96.2,8
jeu3,mm,dictionnaire,False,6,0.05003112502163276,3.046542917029001,8.269126892089844,100.0,8
jeu3,mm,dictionnaire,False,7,0.04862820799462497,3.099388250033371,8.269126892089844,99.4,8
jeu3,mm,dictionnaire,False,8,0.04346295795403421,3.094127334014047,8.269126892089844,99.6,8
jeu3,mm,dictionnaire,False,9,0.04188675002660602,2.9168172089848667,8.269126892089844,100.0,8
jeu3,mm,dictionnaire,False,10,0.04206929198699072,2.8935754999984056,8.269126892089844,100.0,8
jeu3,mm,ensemble,True,1,3.2215391659992747,45.35320891701849,122.05641174316406,100.0,146118
jeu3,mm,ensemble,True,2,3.215475208009593,45.927851083048154,122.05542755126953,100.0,146118
jeu3,mm,ensemble,True,3,3.321851249958854,45.89960370800691,122.05522155761719,100.0,146118
jeu3,mm,ensemble,True,4,3.4116131250048056,45.92046745802509,122.0553207397461,100.0,146118
jeu3,mm,ensemble,True,5,3.33237541600829,45.48373425001046,122.05653381347656,100.0,146118
jeu3,mm,ensemble,True,6,3.3033811660134234,48.32449887500843,122.05522155761719,99.7,146118
jeu3,mm,ensemble,True,7,3.9110638329875655,51.43895383301424,122.05830192565918,99.7,146118
jeu3,mm,ensemble,True,8,3.4517645000014454,47.136613750015385,122.05537414550781,99.9,146118
jeu3,mm,ensemble,True,9,3.2448597499751486,46.18468174996087,122.05516815185547,100.0,146118
jeu3,mm,ensemble,True,10,3.2449308749637567,46.08009387500351,122.05583953857422,100.0,146118
jeu3,mm,ensemble,False,1,3.382118207984604,6.323942709015682,48.000343322753906,100.0,8
jeu3,mm,ensemble,False,2,3.3660815409966744,6.215283500030637,48.000343322753906,100.0,8
jeu3,mm,ensemble,False,3,3.3146905419998802,6.215982959023677,48.000343322753906,100.0,8
jeu3,mm,ensemble,False,4,3.326728375046514,6.2497948330128565,48.000343322753906,100.0,8
jeu3,mm,ensemble,False,5,3.299031083006412,6.1607310000108555,48.000343322753906,100.0,8
jeu3,mm,ensemble,False,6,3.3066880419501103,6.177260250027757,48.000343322753906,100.0,8
jeu3,mm,ensemble,False,7,3.368747958971653,6.295815624995157,48.000343322753906,99.8,8
jeu3,mm,ensemble,False,8,3.33631304098526,6.552995458943769,48.000343322753906,99.9,8
jeu3,mm,ensemble,False,9,3.2375382499885745,6.092139208049048,48.000343322753906,100.0,8
jeu3,mm,ensemble,False,10,3.3038388330023736,6.1740973749547265,48.000343322753906,100.0,8
jeu4,mm,liste,True,1,2.0902371034026146e-07,0.997463749954477,0.40482425689697266,100.0,1166
jeu4,mm,liste,True,2,2.0797597244381905e-07,1.0065405830391683,0.40482425689697266,100.0,1166
jeu4,mm,liste,True,3,2.0803418010473251e-07,0.9779432089999318,0.40482425689697266,100.0,1166
jeu4,mm,liste,True,4,2.0797597244381905e-07,0.9960747919976711,0.40482425689697266,100.0,1166
jeu4,mm,liste,True,5,1.66997779160738e-07,0.9853989169932902,0.40482425689697266,100.0,1166
jeu4,mm,liste,True,6,2.0902371034026146e-07,0.9832798750139773,0.40482425689697266,100.0,1166
jeu4,mm,liste,True,7,1.6600824892520905e-07,0.9914067080244422,0.40482425689697266,100.0,1166
jeu4,mm,liste,True,8,2.0797597244381905e-07,0.9821355839958414,0.40482425689697266,100.0,1166
jeu4,mm,liste,True,9,1.6600824892520905e-07,0.9899316250230186,0.40482425689697266,100.0,1166
jeu4,mm,liste,True,10,1.66997779160738e-07,0.9933103329967707,0.40482425689697266,100.0,1166
jeu4,mm,liste,False,1,2.9098009690642357e-07,0.5604422079632059,0.033935546875,100.0,5
jeu4,mm,liste,False,2,2.0797597244381905e-07,0.5624830829910934,0.033935546875,100.0,5
jeu4,mm,liste,False,3,2.0797597244381905e-07,0.564012749993708,0.033935546875,100.0,5
jeu4,mm,liste,False,4,1.6600824892520905e-07,0.5628907910431735,0.033935546875,100.0,5
jeu4,mm,liste,False,5,2.0797597244381905e-07,0.5668685419950634,0.033935546875,100.0,5
jeu4,mm,liste,False,6,1.6600824892520905e-07,0.5591605409863405,0.033935546875,100.0,5
jeu4,mm,liste,False,7,2.0797597244381905e-07,0.5607666249852628,0.033935546875,100.0,5
jeu4,mm,liste,False,8,2.500019036233425e-07,0.5645101250265725,0.033935546875,100.0,5
jeu4,mm,liste,False,9,2.0797597244381905e-07,0.5682443749974482,0.033935546875,100.0,5
jeu4,mm,liste,False,10,1.6600824892520905e-07,0.5680792089551687,0.033935546875,100.0,5
jeu4,mm,dictionnaire,True,1,0.0005120830028317869,0.9883360420353711,0.4869394302368164,100.0,1166
jeu4,mm,dictionnaire,True,2,0.0004896250320598483,0.9828460839926265,0.4869394302368164,100.0,1166
jeu4,mm,dictionnaire,True,3,0.0005019169766455889,0.972198124974966,0.4869394302368164,100.0,1166
jeu4,mm,dictionnaire,True,4,0.0004977909848093987,0.9817752909730189,0.4869394302368164,100.0,1166
jeu4,mm,dictionnaire,True,5,0.0005075419903732836,0.9776403330033645,0.4869394302368164,100.0,1166
jeu4,mm,dictionnaire,True,6,0.0005023329867981374,0.985742749995552,0.4869394302368164,100.0,1166
jeu4,mm,dictionnaire,True,7,0.0004997079959139228,0.9793549579917453,0.4869394302368164,100.0,1166
jeu4,mm,dictionnaire,True,8,0.0005229589878581464,0.9810174999875017,0.4869394302368164,100.0,1166
jeu4,mm,dictionnaire,True,9,0.0004974579787813127,0.9787805419764481,0.4869394302368164,100.0,1166
jeu4,mm,dictionnaire,True,10,0.0005008750013075769,0.9876311250263825,0.4869394302368164,100.0,1166
jeu4,mm,dictionnaire,False,1,0.0005673749838024378,0.5557887920294888,0.11605072021484375,100.0,5
jeu4,mm,dictionnaire,False,2,0.0005680000176653266,0.564867332985159,0.11605072021484375,100.0,5
jeu4,mm,dictionnaire,False,3,0.0005642499891109765,0.558590832981281,0.11605072021484375,100.0,5
jeu4,mm,dictionnaire,False,4,0.0004986659623682499,0.5629732079687528,0.11605072021484375,100.0,5
jeu4,mm,dictionnaire,False,5,0.0005477910162881017,0.5674852919764817,0.11605072021484375,100.0,5
jeu4,mm,dictionnaire,False,6,0.0005630420055240393,0.5653709170292132,0.11605072021484375,100.0,5
jeu4,mm,dictionnaire,False,7,0.0004771249950863421,0.5608617090038024,0.11605072021484375,100.0,5
jeu4,mm,dictionnaire,False,8,0.0005034999921917915,0.5646203339565545,0.11605072021484375,99.9,5
jeu4,mm,dictionnaire,False,9,0.000506000011228025,0.5646992500405759,0.11605072021484375,100.0,5
jeu4,mm,dictionnaire,False,10,0.0005079169641248882,0.5652506669866852,0.11605072021484375,100.0,5
jeu4,mm,ensemble,True,1,0.08616012497805059,1.057397583965212,0.9032440185546875,100.0,1166
jeu4,mm,ensemble,True,2,0.08656766702188179,1.0554976249695756,0.9060440063476562,100.0,1166
jeu4,mm,ensemble,True,3,0.0838149999617599,1.0724352500401437,0.9059934616088867,100.0,1166
jeu4,mm,ensemble,True,4,0.0838331250124611,1.0645479580271058,0.904083251953125,100.0,1166
jeu4,mm,ensemble,True,5,0.08529258304042742,1.046722624974791,0.9040374755859375,100.0,1166
jeu4,mm,ensemble,True,6,0.08566545898793265,1.0643242500373162,0.903019905090332,100.0,1166
jeu4,mm,ensemble,True,7,0.08528179203858599,1.060225041990634,0.9051322937011719,100.0,1166
jeu4,mm,ensemble,True,8,0.08272808301262558,1.0399484160006978,0.9030914306640625,100.0,1166
jeu4,mm,ensemble,True,9,0.08330091601237655,1.0598842500476167,0.9041690826416016,100.0,1166
jeu4,mm,ensemble,True,10,0.08649841597070917,1.0636860839440487,0.9033584594726562,100.0,1166
jeu4,mm,ensemble,False,1,0.08478174998890609,0.6662362500210293,0.6258926391601562,100.0,5
jeu4,mm,ensemble,False,2,0.08417266700416803,0.6286284580128267,0.6258926391601562,100.0,5
jeu4,mm,ensemble,False,3,0.08433070796309039,0.6485728340339847,0.6258926391601562,100.0,5
jeu4,mm,ensemble,False,4,0.0849200839875266,0.6672299160272814,0.6258926391601562,100.0,5
jeu4,mm,ensemble,False,5,0.08511637500487268,0.6525443749851547,0.6258926391601562,100.0,5
jeu4,mm,ensemble,False,6,0.08390491601312533,0.6333040830213577,0.6258926391601562,100.0,5
jeu4,mm,ensemble,False,7,0.08306958299363032,0.6268415829981677,0.6258926391601562,100.0,5
jeu4,mm,ensemble,False,8,0.08409379096701741,0.6379924590000883,0.6258926391601562,100.0,5
jeu4,mm,ensemble,False,9,0.08415449998574331,0.6424078329582699,0.6258926391601562,100.0,5
jeu4,mm,ensemble,False,10,0.0857398749794811,0.6465258750249632,0.6258926391601562,100.0,5
jeu5,mm,liste,True,1,2.0803418010473251e-07,8.373882374959067,6.237117767333984,99.9,13595
jeu5,mm,liste,True,2,2.0797597244381905e-07,8.159361083002295,6.237117767333984,99.6,13595
jeu5,mm,liste,True,3,1.66997779160738e-07,8.298175375035498,6.237117767333984,100.0,13595
jeu5,mm,liste,True,4,2.0797597244381905e-07,8.14922308298992,6.237117767333984,100.0,13595
jeu5,mm,liste,True,5,2.0902371034026146e-07,8.251313665998168,6.237117767333984,100.0,13595
jeu5,mm,liste,True,6,1.66997779160738e-07,8.194386375020258,6.237117767333984,100.0,13595
jeu5,mm,liste,True,7,2.0902371034026146e-07,8.071677625004668,6.237117767333984,100.0,13595
jeu5,mm,liste,True,8,2.0797597244381905e-07,8.182326957990881,6.237117767333984,100.0,13595
jeu5,mm,liste,True,9,1.6600824892520905e-07,8.060075999994297,6.237117767333984,100.0,13595
jeu5,mm,liste,True,10,1.66997779160738e-07,8.193482792004943,6.237117767333984,100.0,13595
jeu5,mm,liste,False,1,2.0797597244381905e-07,0.6125687920139171,0.01589202880859375,99.9,7
jeu5,mm,liste,False,2,2.0797597244381905e-07,0.613241208018735,0.01589202880859375,100.0,7
jeu5,mm,liste,False,3,1.6600824892520905e-07,0.6157188329962082,0.01589202880859375,100.0,7
jeu5,mm,liste,False,4,1.66997779160738e-07,0.6225658339681104,0.01589202880859375,100.0,7
jeu5,mm,liste,False,5,1.66997779160738e-07,0.6173253750312142,0.01589202880859375,100.0,7
jeu5,mm,liste,False,6,2.92027834802866e-07,0.6163437500363216,0.01589202880859375,100.0,7
jeu5,mm,liste,False,7,2.92027834802866e-07,0.6228585000499152,0.01589202880859375,100.0,7
jeu5,mm,liste,False,8,2.500019036233425e-07,0.6247331670019776,0.01589202880859375,100.0,7
jeu5,mm,liste,False,9,1.66997779160738e-07,0.6209598749992438,0.01589202880859375,100.0,7
jeu5,mm,liste,False,10,1.6600824892520905e-07,0.6193263750174083,0.01589202880859375,100.0,7
jeu5,mm,dictionnaire,True,1,0.004487500002142042,8.088224250008352,7.018878936767578,100.0,13595
jeu5,mm,dictionnaire,True,2,0.004606167029123753,8.041458583029453,7.018878936767578,100.0,13595
jeu5,mm,dictionnaire,True,3,0.004062332969624549,7.958566999994218,7.018878936767578,100.0,13595
jeu5,mm,dictionnaire,True,4,0.003972375008743256,8.153878542012535,7.018878936767578,100.0,13595
jeu5,mm,dictionnaire,True,5,0.003918875008821487,8.171513915993273,7.018878936767578,100.0,13595
jeu5,mm,dictionnaire,True,6,0.004486542020458728,8.172970915969927,7.018878936767578,100.0,13595
jeu5,mm,dictionnaire,True,7,0.0038195420056581497,8.225749083969276,7.018878936767578,100.0,13595
jeu5,mm,dictionnaire,True,8,0.003914000000804663,8.081409583042841,7.018878936767578,100.0,13595
jeu5,mm,dictionnaire,True,9,0.0038904589600861073,8.090456334000919,7.018878936767578,100.0,13595
jeu5,mm,dictionnaire,True,10,0.004356541961897165,7.947705042024609,7.018878936767578,100.0,13595
jeu5,mm,dictionnaire,False,1,0.003927458019461483,0.6167305419803597,0.7977066040039062,100.0,7
jeu5,mm,dictionnaire,False,2,0.004035458026919514,0.6190148339956068,0.7977066040039062,100.0,7
jeu5,mm,dictionnaire,False,3,0.004230416961945593,0.6308220830396749,0.7977066040039062,100.0,7
